candidate_uid,name,sex,ethnicity,dob
444,Yusoff Bashah,M,Malay,xxxx-xx-xx
445,Nik Abdullah bin Arshad,M,Malay,xxxx-xx-xx
446,Abu Bakar Mohd. Al-Ahmadi,M,Malay,xxxx-xx-xx
447,Mohamed bin Abdullah,M,Malay,xxxx-xx-xx
448,Che Wil,M,Malay,xxxx-xx-xx
449,Yusof bin Mat Akib,M,Malay,xxxx-xx-xx
450,Mat Noor bin Yusoff,M,Malay,xxxx-xx-xx
451,Che Hassan bin Ismail,M,Malay,1909-xx-xx
452,Abdullah Tempoyak,M,Malay,xxxx-xx-xx
453,Harun,M,Malay,xxxx-xx-xx
454,Mohd. Zain bin Harun,M,Malay,xxxx-xx-xx
455,Che Hassan bin Che Ismail,M,Malay,xxxx-xx-xx
456,Lankamin,M,Malay,xxxx-xx-xx
457,Omar bin Awang,M,Malay,xxxx-xx-xx
458,Nik Mohd. Adeeb,M,Malay,xxxx-xx-xx
459,N. Mahmood bin Ab. Majid,M,Malay,xxxx-xx-xx
460,Che Mohamed bin Awang,M,Malay,xxxx-xx-xx
461,Wee Khoon Hock,M,Chinese,1921-04-20
462,Che Muda bin Yusoff,M,Malay,xxxx-xx-xx
463,Abdul Hamid bin Ya'acob,M,Malay,xxxx-xx-xx
464,Hasnah binti Ja'Afar,F,Malay,xxxx-xx-xx
465,Salleh bin Daud,M,Malay,xxxx-xx-xx
466,Hassan bin Ya'acob,M,Malay,xxxx-xx-xx
467,Mohd. Noor bin Omar,M,Malay,xxxx-xx-xx
468,Shafei bin Ahmad,M,Malay,xxxx-xx-xx
469,Jaafar bin Mohamad,M,Malay,xxxx-xx-xx
470,Nik Mohd. Salleh bin Wan Musa,M,Malay,xxxx-xx-xx
471,Nik Mat bin Hassan,M,Malay,xxxx-xx-xx
472,Mohd Amin bin Yaakub,M,Malay,xxxx-xx-xx
473,Mohamed Yusoff bin Yahya,M,Malay,xxxx-xx-xx
474,Che Wel,M,Malay,xxxx-xx-xx
475,Othman bin Ismail,M,Malay,xxxx-xx-xx
476,Ismail bin Ahmad,M,Malay,xxxx-xx-xx
477,Nik Ab. Majid bin Nik Ab. Rahman,M,Malay,xxxx-xx-xx
478,Othman Adam,M,Malay,xxxx-xx-xx
479,Ismail bin Daud,M,Malay,xxxx-xx-xx
480,Saufi bin Idris,M,Malay,xxxx-xx-xx
481,Tuan Man bin Tuan Salleh,M,Malay,xxxx-xx-xx
482,Mat bin Ali,M,Malay,xxxx-xx-xx
483,Zaid,M,Malay,xxxx-xx-xx
484,Osman bin Saman,M,Malay,xxxx-xx-xx
485,Wan Ismail,M,Malay,xxxx-xx-xx
486,Ab. Rahman bin Awang Sulong,M,Malay,xxxx-xx-xx
487,Ab. Majid bin H. Ibrahim,M,Malay,xxxx-xx-xx
488,Che Gu Deraman,M,Malay,xxxx-xx-xx
489,Che Gu Noor,M,Malay,xxxx-xx-xx
490,Ishak Lotfi bin Omar,M,Malay,1917-xx-xx
491,Gelap Pak Well,M,Malay,xxxx-xx-xx
492,Abdul Rahman bin Daud,M,Malay,xxxx-xx-xx
493,Nik Yusoff bin Nik Lodin,M,Malay,xxxx-xx-xx
494,Haron bin Sulong,M,Malay,xxxx-xx-xx
495,Omar bin Ahmad,M,Malay,xxxx-xx-xx
496,Mat S. O.,M,Malay,xxxx-xx-xx
497,Abdullah bin Yusoff,M,Malay,xxxx-xx-xx
498,Tengku Mohamed bin Sultan Mohamed Iv,M,Malay,xxxx-xx-xx
499,Mohamed bin Che Moh,M,Malay,xxxx-xx-xx
500,Hassan bin Yaacob,M,Malay,xxxx-xx-xx
501,Wan Isma binti Ab. Kadir,F,Malay,xxxx-xx-xx
502,Abdullah bin Mohamed,M,Malay,xxxx-xx-xx
503,Wan Sulaiman bin Ibrahim,M,Malay,xxxx-xx-xx
504,Abdul Rahman bin Yusoff,M,Malay,xxxx-xx-xx
505,Ghazali bin Yusof,M,Malay,xxxx-xx-xx
506,Alias bin Ismail (Alias bin Awang),M,Malay,xxxx-xx-xx
507,Ab. Rahman bin Mohd. Salleh,M,Malay,xxxx-xx-xx
508,Mohamed bin Nasir,M,Malay,1916-xx-xx
509,Ibrahim bin Mohamed,M,Malay,xxxx-xx-xx
510,Mohamed Taib bin Ibrahim,M,Malay,xxxx-xx-xx
511,Othman bin Ahmad,M,Malay,xxxx-xx-xx
512,Che Mamat bin Ali,M,Malay,xxxx-xx-xx
513,Mohd. (Mat) Daud bin A. Jamil,M,Malay,xxxx-xx-xx
514,Wan Yusoff bin Wan Ali,M,Malay,xxxx-xx-xx
515,Yusoff bin Ab. Latiff,M,Malay,xxxx-xx-xx
516,Wan Ja'afar bin Mahmood,M,Malay,xxxx-xx-xx
517,Hussin bin Yunus,M,Malay,xxxx-xx-xx
518,Abdul Ghani bin Mohamed,M,Malay,xxxx-xx-xx
519,Said bin Awang,M,Malay,xxxx-xx-xx
520,Mohd. Salleh bin Hussin,M,Malay,xxxx-xx-xx
521,Mohd. Ghazali bin Noh,M,Malay,xxxx-xx-xx
522,Ismail bin Omar,M,Malay,xxxx-xx-xx
523,Mohd. Ali bin Abdullah,M,Malay,xxxx-xx-xx
524,John William Lind,M,Other,xxxx-xx-xx
525,Nik Jafaar bin Nik Soh,M,Malay,xxxx-xx-xx
526,Wan Ismail bin Wan Ahmad,M,Malay,xxxx-xx-xx
527,Mohd Yusoff Bangs,M,Malay,xxxx-xx-xx
528,Wong Yeow Wye,M,Chinese,xxxx-xx-xx
529,Wan Yaacob bin Wan Ahmad,M,Malay,xxxx-xx-xx
530,Hussein bin Sulaiman,M,Malay,xxxx-xx-xx
531,Mohd bin Latiff,M,Malay,xxxx-xx-xx
532,Khaidir bin Khatib,M,Malay,xxxx-xx-xx
533,Abu Bakar bin Ahmad,M,Malay,xxxx-xx-xx
534,Haji Wan Said bin Haji Mohd. Nor,M,Malay,xxxx-xx-xx
535,Wan Ali bin Jusoh,M,Malay,xxxx-xx-xx
536,Wan Ishak bin Ali,M,Malay,xxxx-xx-xx
537,Mohd. Senari bin Yunus,M,Malay,xxxx-xx-xx
538,Wan Abdullah bin Musa,M,Malay,xxxx-xx-xx
539,Idris bin Hassan,M,Malay,xxxx-xx-xx
540,Zainal Abidin bin Mohamed Amin,M,Malay,xxxx-xx-xx
541,Husin bin Jusoh,M,Malay,xxxx-xx-xx
542,Ibrahim bin Ismail,M,Malay,xxxx-xx-xx
543,Mohd. Fauzi bin Hussain,M,Malay,xxxx-xx-xx
544,Ismail bin Yusof,M,Malay,xxxx-xx-xx
545,Mohamed bin Ismail,M,Malay,xxxx-xx-xx
546,Omar bin Ahmad,M,Malay,xxxx-xx-xx
547,Mohamad Yusoff bin Md. Amin,M,Malay,xxxx-xx-xx
548,Mohd Daud bin Abdul Samad,M,Malay,1926-xx-xx
549,Abdul Ghani bin Sulong,M,Malay,xxxx-xx-xx
550,Che' Mohd. Zin bin Mohd. Amin,M,Malay,xxxx-xx-xx
551,Mohamed Amin bin Mohamed,M,Malay,xxxx-xx-xx
552,Abdullah bin Bidin,M,Malay,xxxx-xx-xx
553,Mohd. Rashid bin Su Mahmud,M,Malay,xxxx-xx-xx
554,Mansor bin Mohamed @ Mohamad,M,Malay,xxxx-xx-xx
555,Abas bin Mohamed,M,Malay,1909-xx-xx
556,Mohamed Said bin Abdullah,M,Malay,xxxx-xx-xx
557,Ahmad bin Napiah (Ahmad Azzam Hanapiah),M,Malay,xxxx-xx-xx
558,Syed Salleh bin Mustafa,M,Malay,xxxx-xx-xx
559,Ngah bin Awang,M,Malay,xxxx-xx-xx
560,Abdul Rahman bin Long,M,Malay,xxxx-xx-xx
561,Ismail bin Abas,M,Malay,xxxx-xx-xx
562,Abdul Rashid bin Hussin,M,Malay,xxxx-xx-xx
563,Harun bin Mohamed Hassan,M,Malay,xxxx-xx-xx
564,Tan Eng Ann,M,Chinese,xxxx-xx-xx
565,Mohamed bin Chik,M,Malay,xxxx-xx-xx
566,Sharifah Azzah Apple binti Syed Shith Alhabshee,F,Malay,1935-06-01
567,Syed Abdullah bin Ahmad,M,Malay,xxxx-xx-xx
568,Wan Daud bin Wan Ahmad,M,Malay,xxxx-xx-xx
569,Da Abdul Jalil bin Awang,M,Malay,xxxx-xx-xx
570,Syed Ahmad Bin Khalid,M,Malay,xxxx-xx-xx
571,Engku Wok Abdul Rahman bin Abdul Kadir,M,Malay,xxxx-xx-xx
572,Engku Dalam Bin Chik,M,Malay,xxxx-xx-xx
573,Mohamed Bin Abdul Rahman,M,Malay,xxxx-xx-xx
574,Su Mahmud bin Amar,M,Malay,xxxx-xx-xx
575,Muda bin Abdullah (Draman),M,Malay,xxxx-xx-xx
576,Wan Hasan bin Wan Abdul Kadir,M,Malay,xxxx-xx-xx
577,Abdul Muttalib bin Salleh,M,Malay,xxxx-xx-xx
578,Mohamed Taib bin Ismail,M,Malay,xxxx-xx-xx
579,Mohd. Taib Sabri,M,Malay,xxxx-xx-xx
580,Noordin Bin Mohamed,M,Malay,xxxx-xx-xx
581,Abu Bakar Bin Saman,M,Malay,xxxx-xx-xx
582,Wan Din bin Embong,M,Malay,xxxx-xx-xx
583,Abu Bakar Bin Mohamed Salleh,M,Malay,xxxx-xx-xx
584,Abdul Malik Bin Mohamed Ali,M,Malay,xxxx-xx-xx
585,Muda Bin Mohd. Amin,M,Malay,xxxx-xx-xx
586,Wan Omar Shukri bin Embong (Ustaz Omar),M,Malay,xxxx-xx-xx
587,Bidin Bin Yusof,M,Malay,xxxx-xx-xx
588,Mohamed Bin Othman,M,Malay,xxxx-xx-xx
589,Mohd. Amin Bin Mahmood,M,Malay,xxxx-xx-xx
590,Sulong bin Mahmood,M,Malay,1932-xx-xx
591,Engku Chik Bin Mat,M,Malay,xxxx-xx-xx
592,Ahmad Bin Mahmood,M,Malay,xxxx-xx-xx
593,Tengku Shahadan Majid,M,Malay,xxxx-xx-xx
594,Awang Abdul Rahman bin Salleh,M,Malay,xxxx-xx-xx
595,Mohammed Bin Yusof,M,Malay,xxxx-xx-xx
596,Wan Abdul Ghani Bin Zainal,M,Malay,xxxx-xx-xx
597,Muda Bin Salleh,M,Malay,xxxx-xx-xx
598,Abu Bakar Bin Mohd. Amin,M,Malay,xxxx-xx-xx
599,Mohammad Bin Omar,M,Malay,xxxx-xx-xx
600,Wan Ngah Bin Abdul Rahman,M,Malay,xxxx-xx-xx
601,Yeo Eng Cho,M,Chinese,xxxx-xx-xx
602,Abdullah Bin Yusof,M,Malay,xxxx-xx-xx
603,Hashim Bin Hussin,M,Malay,xxxx-xx-xx
604,Mohd. Taha Bin Embong,M,Malay,xxxx-xx-xx
605,Syed Noh bin Alwee,M,Malay,xxxx-xx-xx
606,Ahmad Effendi Bin Dorin,M,Malay,xxxx-xx-xx
607,Perwira,M,Malay,xxxx-xx-xx
608,Abdul Kadir Mohamed,M,Malay,xxxx-xx-xx
609,Mohamad Bin Cheak,M,Malay,xxxx-xx-xx
610,Shafie Bin Sulong (Long),M,Malay,xxxx-xx-xx
611,Ali Bin Abdullah,M,Malay,xxxx-xx-xx
612,Abd. Latif bin Fakeh,M,Malay,xxxx-xx-xx
613,Ismail Bin Yusof,M,Malay,xxxx-xx-xx
614,Abdul Rahman bin Kassim,M,Malay,xxxx-xx-xx
615,Mohamed Bin Ismail,M,Malay,xxxx-xx-xx
616,Wan Ngah Bin Ahmad,M,Malay,xxxx-xx-xx
617,Osman Bin Ismail,M,Malay,xxxx-xx-xx
618,Omar bin Abdul Rahman,M,Malay,xxxx-xx-xx
619,Raja Harun bin Ja'afar,M,Malay,xxxx-xx-xx
620,Abu Bin Orang Kaya,M,Malay,xxxx-xx-xx
621,Muthupalaniyappa Yegappan,M,Indian,1915-xx-xx
622,G. Y. Oon,M,Chinese,xxxx-xx-xx
623,Ismail bin Awang,M,Malay,xxxx-xx-xx
624,Phee Joo Teik,M,Chinese,xxxx-xx-xx
625,Kay Kim Huat,M,Chinese,xxxx-xx-xx
626,Shariff bin Mohd. Isa,M,Malay,xxxx-xx-xx
627,D. B. Ali,M,Malay,xxxx-xx-xx
628,Ariffin bin Shariff,M,Malay,xxxx-xx-xx
629,Yunus bin Mohamad,M,Malay,xxxx-xx-xx
630,Wong Pow Nee,M,Chinese,1911-10-07
631,Noor Sulaiman,M,Malay,xxxx-xx-xx
632,Kee Yong Chin,M,Chinese,xxxx-xx-xx
633,Md. Noor bin Mahmood,M,Malay,xxxx-xx-xx
634,Sahid bin Hassan,M,Malay,xxxx-xx-xx
635,Khor Peng Chong,M,Chinese,xxxx-xx-xx
636,Haji Mohamed Hasan bin Ahmad,M,Malay,xxxx-xx-xx
637,J. G. V. Parambil,M,Indian,xxxx-xx-xx
638,Tan Khim Hoe,M,Chinese,1920-xx-xx
639,Oh Cheow Hong,M,Chinese,1929-xx-xx
640,Oliver Phipps,M,Other,1922-xx-xx
641,A. Raja Gopal,M,Indian,xxxx-xx-xx
642,Syed Salleh Alsagoff bin Syed Hashim Alsagoff,M,Malay,1879-xx-xx
643,Mohamed Ismail bin Che Din,M,Malay,1911-xx-xx
644,Cheah Seng Khim,M,Chinese,1906-xx-xx
645,Abdul Hamid,M,Malay,1908-xx-xx
646,Harun bin Puteh,M,Malay,1904-xx-xx
647,Foo Ah Soo,M,Chinese,1917-xx-xx
648,Chor Sin Kheng,M,Chinese,1916-xx-xx
649,Oh Seng Huat,M,Chinese,1912-xx-xx
650,Lim Eng Hooi,M,Chinese,1922-xx-xx
651,Zakaria bin Shaik Abdul Aziz,M,Malay,1926-xx-xx
652,M. Abraham,M,Indian,1920-xx-xx
653,Aziz bin Ibrahim,M,Malay,1924-xx-xx
654,Loh Ban Hin,M,Chinese,1919-xx-xx
655,Abdul Rahman Varusay,M,Indian,1925-xx-xx
656,Kesar Singh,M,Other,1899-xx-xx
657,Hassan,M,Malay,1899-xx-xx
658,Th'ng Ang Wah,M,Chinese,xxxx-xx-xx
659,Rifaie bin Salleh,M,Malay,1904-xx-xx
660,Abdul Aziz bin Nooh,M,Malay,1905-xx-xx
661,Lee Kok Liang,M,Chinese,1928-xx-xx
662,Jaswant Singh,M,Other,1913-xx-xx
663,Choong Han Leong,M,Chinese,1917-xx-xx
664,Wong Choong Woh,M,Chinese,1917-xx-xx
665,Sam Ah Chow,M,Chinese,1917-xx-xx
666,Yuen Fook Cheong,M,Chinese,1925-xx-xx
667,M. S. A. Zachariah,M,Malay,1919-xx-xx
668,Lim Cheng Poh,M,Chinese,1927-xx-xx
669,Wong Loh Hun,M,Chinese,1916-xx-xx
670,Tan Chong Bee,M,Chinese,xxxx-xx-xx
671,Hwang Yang Choo,M,Chinese,1920-xx-xx
672,Jagjit Singh,M,Other,1917-xx-xx
673,P. W. David,M,Indian,1910-xx-xx
674,Abdul Jalil bin T. M. Shaik,M,Malay,1925-xx-xx
675,Chooi Yew Choy,M,Chinese,1907-xx-xx
676,Foo Yew Fong,M,Chinese,1924-xx-xx
677,Lim Bok Phoon,M,Chinese,1923-xx-xx
678,Ismail bin Che Chik,M,Malay,xxxx-xx-xx
679,Ahmad bin Abdullah (Kepala Batas),M,Malay,1907-10-13
680,Ahmad bin Abdullah,M,Malay,xxxx-xx-xx
681,Oh Theam Poh,M,Chinese,xxxx-xx-xx
682,Mohamed Ghazali bin Mohamad,M,Malay,xxxx-xx-xx
683,Huin Swee Leong,M,Malay,xxxx-xx-xx
684,Abu bin Bakri,M,Malay,xxxx-xx-xx
685,Ahmad bin Said,M,Malay,1919-01-01
686,Lum Kwok Loon,M,Chinese,xxxx-xx-xx
687,Shaharuddin bin Dahalan,M,Malay,xxxx-xx-xx
688,Hussein bin Yaacob,M,Malay,1915-xx-xx
689,Kamarun bin Mohd. Hassan,M,Malay,1914-xx-xx
690,Kamaruddin bin Mohamed Isa,M,Malay,1929-xx-xx
691,Harun bin Husain,M,Malay,1911-xx-xx
692,Harun bin Musa,M,Malay,1909-xx-xx
693,Halimah binti Abdul Raof,F,Malay,1921-xx-xx
694,Shamsudin bin Ahmad,M,Malay,1902-xx-xx
695,Mohd Kamil bin Ahmad,M,Malay,1920-xx-xx
696,Masud bin Untoi,M,Malay,1924-xx-xx
697,Khadiri bin Dahalan,M,Malay,1929-xx-xx
698,G. P. Ramu,M,Indian,1916-xx-xx
699,Baharuddin bin Abdul Latif,M,Malay,1927-xx-xx
700,Ramli bin Omar,M,Malay,1932-xx-xx
701,Goh Chok Sam,M,Chinese,xxxx-xx-xx
702,C. H. Yin,M,Chinese,xxxx-xx-xx
703,Sellar Sabaratnam,M,Indian,1912-xx-xx
704,Wan Othman bin Wan Omar,M,Malay,xxxx-xx-xx
705,Zainuddin bin Abdullah Ali,M,Malay,xxxx-xx-xx
706,Pho Kim Chiang,M,Chinese,xxxx-xx-xx
707,Mohd. Taib bin Latiff,M,Malay,xxxx-xx-xx
708,Yahya Shubban bin Harun,M,Malay,xxxx-xx-xx
709,Rais bin Kadri,M,Malay,xxxx-xx-xx
710,Ahmad Razali bin Mohamed,M,Malay,1918-xx-xx
711,Ahmad bin Mohd Ali,M,Malay,xxxx-xx-xx
712,Shaari bin Piai,M,Malay,xxxx-xx-xx
713,Abdul Mutalib bin Mohd. Tahir,M,Malay,xxxx-xx-xx
714,Saedah binti Mohd. Hashim,F,Malay,xxxx-xx-xx
715,Abas bin Mohd. Adam,M,Malay,xxxx-xx-xx
716,Abdul Rashid bin Abdul Karim,M,Malay,xxxx-xx-xx
717,Talib bin Hussain,M,Malay,xxxx-xx-xx
718,Mohamed Ali bin Mohamed Zain,M,Malay,1920-xx-xx
719,Kassim bin Jan,M,Malay,xxxx-xx-xx
720,Mohd. Taib bin Abdul Hamid,M,Malay,1924-xx-xx
721,Shahudin bin Kulop Mat Lodin,M,Malay,xxxx-xx-xx
722,See Khoon Lim,M,Chinese,xxxx-xx-xx
723,Mohd. Harun bin Kulop,M,Malay,xxxx-xx-xx
724,Yusoof bin Saroh,M,Malay,xxxx-xx-xx
725,Ismail bin Karim,M,Malay,xxxx-xx-xx
726,Saaduddin bin Yahya,M,Malay,xxxx-xx-xx
727,Ishak bin Mohamed,M,Malay,xxxx-xx-xx
728,Abdul Rahim bin Mat Salleh,M,Malay,xxxx-xx-xx
729,L. Kathirgamen,M,Indian,1926-xx-xx
730,Lee Khing Hoe,M,Chinese,xxxx-xx-xx
731,Choong Ah Hing,M,Chinese,xxxx-xx-xx
732,A. R. Shaharudin,M,Malay,xxxx-xx-xx
733,Wong Ting Seng,M,Chinese,1929-xx-xx
734,Kong Toong,M,Chinese,xxxx-xx-xx
735,Chiong Ee Hang,M,Chinese,xxxx-xx-xx
736,Liew Why Hone,M,Chinese,1916-xx-xx
737,Yong Mei Yan,M,Chinese,xxxx-xx-xx
738,Tan Beng Hong,M,Chinese,xxxx-xx-xx
739,Toh Seang Eng,M,Chinese,1911-xx-xx
740,Mohd. Fajar Ali bin Hassan,M,Malay,1932-xx-xx
741,Chong Hong Chew,M,Chinese,1925-xx-xx
742,Teoh Kim Swee,M,Chinese,xxxx-xx-xx
743,V. Mani Kutty,M,Indian,1929-xx-xx
744,Mahmud bin Sheikh Abdul Majid,M,Malay,1905-xx-xx
745,Chin Foon,M,Chinese,xxxx-xx-xx
746,Kok Yoon San,M,Chinese,1895-xx-xx
747,Isa,M,Malay,1919-xx-xx
748,Ibrahim bin Karim,M,Malay,1918-xx-xx
749,Lau Kooi Seong,M,Chinese,1925-xx-xx
750,Mohamed Cholan,M,Malay,1899-xx-xx
751,Ahmad Johan,M,Malay,xxxx-xx-xx
752,Syed Oun,M,Malay,xxxx-xx-xx
753,Ahmad Noor Shukoor,M,Malay,xxxx-xx-xx
754,Teh Siew Eng,M,Chinese,xxxx-xx-xx
755,Mak Fie Hong,M,Chinese,xxxx-xx-xx
756,Ahmad,M,Malay,xxxx-xx-xx
757,Lee Hooi Keat,M,Chinese,xxxx-xx-xx
758,Ponnusamy Pillai S/O Vyayapuri Pillai,M,Indian,1922-xx-xx
759,Yang Abdul Rashid bin Abd. Wahab,M,Malay,1907-xx-xx
760,Jaffar bin Alang,M,Malay,1932-xx-xx
761,Mohamed Suhaily bin Ahmad,M,Malay,1923-xx-xx
762,Abdullah bin Abu Seman,M,Malay,1904-xx-xx
763,Som binti Abdullah,F,Malay,xxxx-xx-xx
764,Chin Nan King,M,Chinese,1924-xx-xx
765,Ahmad Sedek bin Asiff,M,Malay,1919-xx-xx
766,Wu Sheik Chuan,M,Chinese,1917-xx-xx
767,Johar Shah Budin,M,Malay,1906-xx-xx
768,Wah Keng Jooi,M,Chinese,1902-xx-xx
769,Lee Sooi Soo,M,Chinese,1932-xx-xx
770,Lope Hashim bin Ketong,M,Malay,xxxx-xx-xx
771,Ali Akbar bin Mohd. Amin,M,Malay,xxxx-xx-xx
772,Sulaiman bin Bulon,M,Malay,1921-xx-xx
773,Adnan bin Abdul Samad,M,Malay,xxxx-xx-xx
774,Mohamed Jumah bin Satir,M,Malay,1933-xx-xx
775,Osman bin Ahmad,M,Malay,1918-xx-xx
776,Hashim bin Salleh,M,Malay,1916-xx-xx
777,Thum Yeng Yong,M,Chinese,1907-xx-xx
778,Cheah Wan Tuck,M,Chinese,1928-xx-xx
779,Zan Abu Kassim bin Mohamed Hashim,M,Malay,1929-xx-xx
780,Ramli bin Mohd. Said,M,Malay,xxxx-xx-xx
781,Subrayan,M,Indian,xxxx-xx-xx
782,Yong Hong Chong,M,Chinese,xxxx-xx-xx
783,Yeop Sendiri bin Haji Hussin,M,Malay,xxxx-xx-xx
784,Chua Yong Guan,M,Chinese,xxxx-xx-xx
785,Mohamed Yaccob bin Baginda,M,Malay,xxxx-xx-xx
786,Othman bin Sabudin,M,Malay,xxxx-xx-xx
787,Goh Teng Koon,M,Chinese,xxxx-xx-xx
788,Sulaiman bin Shahbuddin,M,Malay,xxxx-xx-xx
789,Abu Bakar bin Ahmad,M,Malay,xxxx-xx-xx
790,Leong Thoe Cheok,M,Chinese,xxxx-xx-xx
791,Chow Seng Toong,M,Chinese,xxxx-xx-xx
792,Basir bin Mat,M,Malay,xxxx-xx-xx
793,Toh Wai Theng,M,Chinese,xxxx-xx-xx
794,Chow Tek Noe,M,Chinese,xxxx-xx-xx
795,Sallehuddin bin Awang Pekan,M,Malay,xxxx-xx-xx
796,Mohd. Said bin Ibrahim,M,Malay,1920-xx-xx
797,Mat bin Yaacob,M,Malay,xxxx-xx-xx
798,Wong Kwan Tan,M,Chinese,1908-xx-xx
799,Sheikh Hussin bin Sheikh Long,M,Malay,xxxx-xx-xx
800,Mahimon binti Harun,F,Malay,xxxx-xx-xx
801,Nik Leh bin Nik Mat,M,Malay,xxxx-xx-xx
802,Abdul Aziz bin Ahmad,M,Malay,xxxx-xx-xx
803,Abdul Aziz bin Kassim,M,Malay,xxxx-xx-xx
804,Zainuddin bin Ahmad,M,Malay,xxxx-xx-xx
805,Mohamed Kameil bin Ibrahim,M,Malay,xxxx-xx-xx
806,Sulong bin Awang Hitam,M,Malay,xxxx-xx-xx
807,Mohamed bin Jusoh,M,Malay,1912-xx-xx
808,Syed Muhammad bin Tuan Ngah,M,Malay,xxxx-xx-xx
809,Abdul Hamid bin Awang Hitam,M,Malay,xxxx-xx-xx
810,Tengku Ja'Afar bin Tengku Ali,M,Malay,1898-xx-xx
811,Ahmad bin Othman,M,Malay,xxxx-xx-xx
812,Tengku Abdul Hamid Ibni Sultan Abdullah,M,Malay,1926-10-16
813,Ibrahim bin Arshad,M,Malay,1921-07-21
814,Wan Abdul Aziz bin Ungku Abdullah,M,Malay,1917-03-07
815,Wan Ahmad bin Wan Mohd. Salleh,M,Malay,xxxx-xx-xx
816,Md. Sham bin Bilal Bar,M,Malay,xxxx-xx-xx
817,Yap Kim Chuan,M,Chinese,xxxx-xx-xx
818,Lum Wah Kum (Lum Ban Kee),M,Chinese,xxxx-xx-xx
819,Abdullah bin Mohamed,M,Malay,xxxx-xx-xx
820,Jaafar bin Hussin,M,Malay,1923-xx-xx
821,Abdul Wahab bin Mohamed Zabidin,M,Malay,xxxx-xx-xx
822,Awang Ngah bin Tok Muda Ibrahim,M,Malay,1913-xx-xx
823,Abdul Aziz bin Uda,M,Malay,xxxx-xx-xx
824,Mohd. Yusof bin Long,M,Malay,xxxx-xx-xx
825,Salleh bin Tais,M,Malay,xxxx-xx-xx
826,Abu Samah bin Ali,M,Malay,1897-xx-xx
827,Yahya bin Mohd Seth,M,Malay,xxxx-xx-xx
828,Muhammad Nor bin Sulaiman,M,Malay,xxxx-xx-xx
829,Sulaiman bin Sidek,M,Malay,xxxx-xx-xx
830,Ong Seong Tek,M,Chinese,xxxx-xx-xx
831,Hamzah bin Hussain,M,Malay,xxxx-xx-xx
832,Seong Sik Yong,M,Chinese,xxxx-xx-xx
833,Mohd Khairuddin bin Mohd. Kawi,M,Malay,1928-07-27
834,Mohd Salleh bin Abdul Karim,M,Malay,xxxx-xx-xx
835,Abdul Muin bin Said,M,Malay,xxxx-xx-xx
836,Abdullah bin Mohd Akil,M,Malay,xxxx-xx-xx
837,Raja Rome bin Raja Maamor,M,Malay,1908-xx-xx
838,Awang bin Ahmad,M,Malay,xxxx-xx-xx
839,Tan Siew Kang,M,Chinese,xxxx-xx-xx
840,Chan Keong Hon,M,Chinese,xxxx-xx-xx
841,Lim Jew Siang,M,Chinese,1917-xx-xx
842,Kassim bin Sirat,M,Malay,xxxx-xx-xx
843,Hussain bin Abdullah,M,Malay,xxxx-xx-xx
844,Ahmad bin Hassan,M,Malay,xxxx-xx-xx
845,Mas'od bin Hayati,M,Malay,xxxx-xx-xx
846,G. Leo,M,Indian,xxxx-xx-xx
847,G. T. Rajah,M,Indian,xxxx-xx-xx
848,Chong Shih Guan,M,Chinese,xxxx-xx-xx
849,Mustafa Yunus,M,Malay,xxxx-xx-xx
850,Yahaya bin Hussain,M,Malay,xxxx-xx-xx
851,Nafias bin Rasul (Kampo Radjo),M,Malay,1922-01-01
852,Dagang Silin bin Muhammad Noh,M,Malay,xxxx-xx-xx
853,Yunus bin Yatimi,M,Malay,xxxx-xx-xx
854,Mahyeeddin bin Mohd. Zakaria,M,Malay,xxxx-xx-xx
855,Mohd. Yusof bin S. Betuah,M,Malay,xxxx-xx-xx
856,Aziz bin Abdullah,M,Malay,xxxx-xx-xx
857,Mamat Alias Abdul Samad bin Md. Salleh,M,Malay,xxxx-xx-xx
858,Abdul Aziz bin Ismail,M,Malay,xxxx-xx-xx
859,Devaki Krishnan,F,Indian,1923-03-11
860,Teh Hung Kiat,M,Chinese,xxxx-xx-xx
861,Douglas Kim Kiu Lee,M,Chinese,1923-12-04
862,Kong Chee Ken,M,Chinese,xxxx-xx-xx
863,Chew Choo Soot,M,Chinese,1922-02-07
864,Lee Yoon Thim,M,Chinese,1905-xx-xx
865,Americk Singh Gill,M,Other,xxxx-xx-xx
866,Abdullah bin Yassin,M,Malay,xxxx-xx-xx
867,Kamarudin bin Abu Hassan,M,Malay,xxxx-xx-xx
868,Chan Chee Hong,M,Chinese,1914-xx-xx
869,Fung Ah Chat,M,Chinese,xxxx-xx-xx
870,Murugesu A/L Sundram,M,Indian,xxxx-xx-xx
871,Abdullah bin Hassan,M,Malay,xxxx-xx-xx
872,Shahruddin bin Gayau Tarwita,M,Malay,xxxx-xx-xx
873,Raja Shahrin bin Raja Othman,M,Malay,xxxx-xx-xx
874,Cheong Jin Hoe,M,Chinese,xxxx-xx-xx
875,Ali bin Salleh,M,Malay,xxxx-xx-xx
876,Raja Ismail bin Raja Ibrahim,M,Malay,xxxx-xx-xx
877,Mohd. Tahir bin Abdul Majid,M,Malay,xxxx-xx-xx
878,Raja Adnan bin Raja Basok,M,Malay,1903-xx-xx
879,Adni bin Kusas,M,Malay,xxxx-xx-xx
880,Omar bin Bujang,M,Malay,xxxx-xx-xx
